{'use_physical': True, 'iter_num': 20000, 'train_batch_size': 16, 'last_iter': 0, 'lr': 0.0002, 'lr_decay': 0.9, 'weight_decay': 2e-05, 'momentum': 0.9, 'snapshot': '', 'val_freq': 1000, 'crop_size': 512}

[iter 1], [train loss 0.75967], [loss_x_fusion 0.13332], [loss_x_j1 0.15307], [loss_x_j2 0.15624], [loss_x_j3 0.19567], [loss_x_j4 0.12137], [lr 0.0002000000000]
[iter 11], [train loss 0.66878], [loss_x_fusion 0.12141], [loss_x_j1 0.12686], [loss_x_j2 0.14556], [loss_x_j3 0.15417], [loss_x_j4 0.12078], [lr 0.0001999099977]
[iter 12], [train loss 0.65872], [loss_x_fusion 0.11963], [loss_x_j1 0.12472], [loss_x_j2 0.14367], [loss_x_j3 0.15160], [loss_x_j4 0.11910], [lr 0.0001999009973]
[iter 13], [train loss 0.66271], [loss_x_fusion 0.12055], [loss_x_j1 0.12565], [loss_x_j2 0.14511], [loss_x_j3 0.15260], [loss_x_j4 0.11880], [lr 0.0001998919968]
[iter 14], [train loss 0.65946], [loss_x_fusion 0.12003], [loss_x_j1 0.12453], [loss_x_j2 0.14438], [loss_x_j3 0.15170], [loss_x_j4 0.11883], [lr 0.0001998829962]
[iter 15], [train loss 0.65677], [loss_x_fusion 0.11932], [loss_x_j1 0.12316], [loss_x_j2 0.14423], [loss_x_j3 0.15108], [loss_x_j4 0.11898], [lr 0.0001998739956]
[iter 16], [train loss 0.64741], [loss_x_fusion 0.11759], [loss_x_j1 0.12073], [loss_x_j2 0.14269], [loss_x_j3 0.14888], [loss_x_j4 0.11751], [lr 0.0001998649949]
[iter 17], [train loss 0.64783], [loss_x_fusion 0.11778], [loss_x_j1 0.12001], [loss_x_j2 0.14376], [loss_x_j3 0.14950], [loss_x_j4 0.11678], [lr 0.0001998559942]
[iter 18], [train loss 0.64437], [loss_x_fusion 0.11726], [loss_x_j1 0.11924], [loss_x_j2 0.14325], [loss_x_j3 0.14862], [loss_x_j4 0.11599], [lr 0.0001998469935]
[iter 19], [train loss 0.64463], [loss_x_fusion 0.11735], [loss_x_j1 0.11873], [loss_x_j2 0.14408], [loss_x_j3 0.14860], [loss_x_j4 0.11587], [lr 0.0001998379927]
[iter 20], [train loss 0.63900], [loss_x_fusion 0.11598], [loss_x_j1 0.11711], [loss_x_j2 0.14343], [loss_x_j3 0.14771], [loss_x_j4 0.11477], [lr 0.0001998289919]
[iter 21], [train loss 0.63517], [loss_x_fusion 0.11524], [loss_x_j1 0.11622], [loss_x_j2 0.14287], [loss_x_j3 0.14688], [loss_x_j4 0.11396], [lr 0.0001998199910]
[iter 22], [train loss 0.63132], [loss_x_fusion 0.11445], [loss_x_j1 0.11567], [loss_x_j2 0.14218], [loss_x_j3 0.14571], [loss_x_j4 0.11332], [lr 0.0001998109901]
[iter 23], [train loss 0.62405], [loss_x_fusion 0.11297], [loss_x_j1 0.11415], [loss_x_j2 0.14126], [loss_x_j3 0.14406], [loss_x_j4 0.11161], [lr 0.0001998019891]
[iter 24], [train loss 0.62097], [loss_x_fusion 0.11238], [loss_x_j1 0.11356], [loss_x_j2 0.14036], [loss_x_j3 0.14309], [loss_x_j4 0.11158], [lr 0.0001997929881]
[iter 25], [train loss 0.61862], [loss_x_fusion 0.11197], [loss_x_j1 0.11320], [loss_x_j2 0.13979], [loss_x_j3 0.14230], [loss_x_j4 0.11136], [lr 0.0001997839870]
[iter 26], [train loss 0.61202], [loss_x_fusion 0.11080], [loss_x_j1 0.11183], [loss_x_j2 0.13864], [loss_x_j3 0.14072], [loss_x_j4 0.11003], [lr 0.0001997749859]
[iter 27], [train loss 0.60998], [loss_x_fusion 0.11051], [loss_x_j1 0.11148], [loss_x_j2 0.13790], [loss_x_j3 0.14048], [loss_x_j4 0.10961], [lr 0.0001997659848]
[iter 28], [train loss 0.60933], [loss_x_fusion 0.11029], [loss_x_j1 0.11125], [loss_x_j2 0.13788], [loss_x_j3 0.14046], [loss_x_j4 0.10945], [lr 0.0001997569836]
[iter 29], [train loss 0.60933], [loss_x_fusion 0.11053], [loss_x_j1 0.11145], [loss_x_j2 0.13742], [loss_x_j3 0.13997], [loss_x_j4 0.10997], [lr 0.0001997479824]
[iter 30], [train loss 0.60837], [loss_x_fusion 0.11046], [loss_x_j1 0.11136], [loss_x_j2 0.13709], [loss_x_j3 0.13953], [loss_x_j4 0.10994], [lr 0.0001997389811]
[iter 31], [train loss 0.60739], [loss_x_fusion 0.11026], [loss_x_j1 0.11128], [loss_x_j2 0.13699], [loss_x_j3 0.13928], [loss_x_j4 0.10957], [lr 0.0001997299797]
[iter 32], [train loss 0.60236], [loss_x_fusion 0.10916], [loss_x_j1 0.11019], [loss_x_j2 0.13610], [loss_x_j3 0.13838], [loss_x_j4 0.10853], [lr 0.0001997209784]
[iter 33], [train loss 0.60275], [loss_x_fusion 0.10917], [loss_x_j1 0.11020], [loss_x_j2 0.13632], [loss_x_j3 0.13851], [loss_x_j4 0.10856], [lr 0.0001997119769]
[iter 34], [train loss 0.60099], [loss_x_fusion 0.10893], [loss_x_j1 0.10985], [loss_x_j2 0.13581], [loss_x_j3 0.13795], [loss_x_j4 0.10845], [lr 0.0001997029755]
[iter 35], [train loss 0.60080], [loss_x_fusion 0.10892], [loss_x_j1 0.10977], [loss_x_j2 0.13569], [loss_x_j3 0.13791], [loss_x_j4 0.10851], [lr 0.0001996939740]
[iter 36], [train loss 0.60029], [loss_x_fusion 0.10868], [loss_x_j1 0.10956], [loss_x_j2 0.13575], [loss_x_j3 0.13809], [loss_x_j4 0.10820], [lr 0.0001996849724]
[iter 37], [train loss 0.59855], [loss_x_fusion 0.10829], [loss_x_j1 0.10910], [loss_x_j2 0.13544], [loss_x_j3 0.13788], [loss_x_j4 0.10783], [lr 0.0001996759708]
[iter 38], [train loss 0.59695], [loss_x_fusion 0.10809], [loss_x_j1 0.10880], [loss_x_j2 0.13503], [loss_x_j3 0.13721], [loss_x_j4 0.10782], [lr 0.0001996669692]
[iter 39], [train loss 0.59239], [loss_x_fusion 0.10719], [loss_x_j1 0.10788], [loss_x_j2 0.13414], [loss_x_j3 0.13614], [loss_x_j4 0.10704], [lr 0.0001996579675]
[iter 40], [train loss 0.58951], [loss_x_fusion 0.10665], [loss_x_j1 0.10729], [loss_x_j2 0.13343], [loss_x_j3 0.13543], [loss_x_j4 0.10671], [lr 0.0001996489658]
[iter 41], [train loss 0.58722], [loss_x_fusion 0.10616], [loss_x_j1 0.10677], [loss_x_j2 0.13299], [loss_x_j3 0.13507], [loss_x_j4 0.10623], [lr 0.0001996399640]
[iter 42], [train loss 0.58396], [loss_x_fusion 0.10535], [loss_x_j1 0.10596], [loss_x_j2 0.13258], [loss_x_j3 0.13468], [loss_x_j4 0.10539], [lr 0.0001996309621]
[iter 43], [train loss 0.58246], [loss_x_fusion 0.10533], [loss_x_j1 0.10587], [loss_x_j2 0.13194], [loss_x_j3 0.13381], [loss_x_j4 0.10551], [lr 0.0001996219603]
[iter 44], [train loss 0.58235], [loss_x_fusion 0.10545], [loss_x_j1 0.10594], [loss_x_j2 0.13173], [loss_x_j3 0.13349], [loss_x_j4 0.10575], [lr 0.0001996129584]
[iter 45], [train loss 0.58036], [loss_x_fusion 0.10521], [loss_x_j1 0.10565], [loss_x_j2 0.13111], [loss_x_j3 0.13278], [loss_x_j4 0.10561], [lr 0.0001996039564]
[iter 46], [train loss 0.58136], [loss_x_fusion 0.10534], [loss_x_j1 0.10582], [loss_x_j2 0.13138], [loss_x_j3 0.13320], [loss_x_j4 0.10562], [lr 0.0001995949544]
[iter 47], [train loss 0.58683], [loss_x_fusion 0.10638], [loss_x_j1 0.10685], [loss_x_j2 0.13255], [loss_x_j3 0.13447], [loss_x_j4 0.10657], [lr 0.0001995859523]
[iter 48], [train loss 0.58664], [loss_x_fusion 0.10633], [loss_x_j1 0.10678], [loss_x_j2 0.13257], [loss_x_j3 0.13449], [loss_x_j4 0.10647], [lr 0.0001995769503]
[iter 49], [train loss 0.58785], [loss_x_fusion 0.10643], [loss_x_j1 0.10681], [loss_x_j2 0.13306], [loss_x_j3 0.13504], [loss_x_j4 0.10651], [lr 0.0001995679481]
[iter 50], [train loss 0.58602], [loss_x_fusion 0.10601], [loss_x_j1 0.10638], [loss_x_j2 0.13273], [loss_x_j3 0.13480], [loss_x_j4 0.10611], [lr 0.0001995589459]
[iter 51], [train loss 0.58425], [loss_x_fusion 0.10560], [loss_x_j1 0.10607], [loss_x_j2 0.13229], [loss_x_j3 0.13459], [loss_x_j4 0.10569], [lr 0.0001995499437]
[iter 52], [train loss 0.58299], [loss_x_fusion 0.10534], [loss_x_j1 0.10576], [loss_x_j2 0.13196], [loss_x_j3 0.13437], [loss_x_j4 0.10556], [lr 0.0001995409414]
[iter 53], [train loss 0.58148], [loss_x_fusion 0.10513], [loss_x_j1 0.10565], [loss_x_j2 0.13145], [loss_x_j3 0.13395], [loss_x_j4 0.10530], [lr 0.0001995319391]
[iter 54], [train loss 0.58204], [loss_x_fusion 0.10539], [loss_x_j1 0.10593], [loss_x_j2 0.13131], [loss_x_j3 0.13379], [loss_x_j4 0.10562], [lr 0.0001995229367]
[iter 55], [train loss 0.58029], [loss_x_fusion 0.10494], [loss_x_j1 0.10549], [loss_x_j2 0.13112], [loss_x_j3 0.13358], [loss_x_j4 0.10515], [lr 0.0001995139343]
[iter 56], [train loss 0.57869], [loss_x_fusion 0.10460], [loss_x_j1 0.10517], [loss_x_j2 0.13084], [loss_x_j3 0.13325], [loss_x_j4 0.10483], [lr 0.0001995049319]
[iter 57], [train loss 0.57733], [loss_x_fusion 0.10441], [loss_x_j1 0.10511], [loss_x_j2 0.13050], [loss_x_j3 0.13278], [loss_x_j4 0.10452], [lr 0.0001994959294]
[iter 58], [train loss 0.57515], [loss_x_fusion 0.10393], [loss_x_j1 0.10462], [loss_x_j2 0.13016], [loss_x_j3 0.13239], [loss_x_j4 0.10404], [lr 0.0001994869268]
[iter 59], [train loss 0.57398], [loss_x_fusion 0.10372], [loss_x_j1 0.10441], [loss_x_j2 0.12984], [loss_x_j3 0.13217], [loss_x_j4 0.10384], [lr 0.0001994779242]
[iter 60], [train loss 0.57399], [loss_x_fusion 0.10366], [loss_x_j1 0.10435], [loss_x_j2 0.12999], [loss_x_j3 0.13225], [loss_x_j4 0.10373], [lr 0.0001994689216]
[iter 61], [train loss 0.57370], [loss_x_fusion 0.10357], [loss_x_j1 0.10425], [loss_x_j2 0.13010], [loss_x_j3 0.13219], [loss_x_j4 0.10360], [lr 0.0001994599189]
[iter 62], [train loss 0.57387], [loss_x_fusion 0.10371], [loss_x_j1 0.10444], [loss_x_j2 0.12993], [loss_x_j3 0.13204], [loss_x_j4 0.10375], [lr 0.0001994509162]
[iter 63], [train loss 0.57287], [loss_x_fusion 0.10354], [loss_x_j1 0.10430], [loss_x_j2 0.12976], [loss_x_j3 0.13171], [loss_x_j4 0.10358], [lr 0.0001994419134]
[iter 64], [train loss 0.57139], [loss_x_fusion 0.10332], [loss_x_j1 0.10413], [loss_x_j2 0.12935], [loss_x_j3 0.13124], [loss_x_j4 0.10335], [lr 0.0001994329106]
[iter 65], [train loss 0.56987], [loss_x_fusion 0.10300], [loss_x_j1 0.10383], [loss_x_j2 0.12911], [loss_x_j3 0.13091], [loss_x_j4 0.10302], [lr 0.0001994239077]
[iter 66], [train loss 0.56916], [loss_x_fusion 0.10301], [loss_x_j1 0.10385], [loss_x_j2 0.12871], [loss_x_j3 0.13051], [loss_x_j4 0.10309], [lr 0.0001994149048]
[iter 67], [train loss 0.56975], [loss_x_fusion 0.10322], [loss_x_j1 0.10407], [loss_x_j2 0.12873], [loss_x_j3 0.13047], [loss_x_j4 0.10326], [lr 0.0001994059019]
[iter 68], [train loss 0.56943], [loss_x_fusion 0.10313], [loss_x_j1 0.10400], [loss_x_j2 0.12878], [loss_x_j3 0.13042], [loss_x_j4 0.10310], [lr 0.0001993968989]
[iter 69], [train loss 0.56866], [loss_x_fusion 0.10304], [loss_x_j1 0.10392], [loss_x_j2 0.12856], [loss_x_j3 0.13014], [loss_x_j4 0.10300], [lr 0.0001993878958]
[iter 70], [train loss 0.56756], [loss_x_fusion 0.10286], [loss_x_j1 0.10373], [loss_x_j2 0.12832], [loss_x_j3 0.12985], [loss_x_j4 0.10281], [lr 0.0001993788927]
[iter 71], [train loss 0.56535], [loss_x_fusion 0.10244], [loss_x_j1 0.10329], [loss_x_j2 0.12789], [loss_x_j3 0.12935], [loss_x_j4 0.10238], [lr 0.0001993698896]
[iter 72], [train loss 0.56480], [loss_x_fusion 0.10231], [loss_x_j1 0.10315], [loss_x_j2 0.12789], [loss_x_j3 0.12920], [loss_x_j4 0.10225], [lr 0.0001993608864]
[iter 73], [train loss 0.56392], [loss_x_fusion 0.10223], [loss_x_j1 0.10307], [loss_x_j2 0.12761], [loss_x_j3 0.12879], [loss_x_j4 0.10223], [lr 0.0001993518832]
[iter 74], [train loss 0.56240], [loss_x_fusion 0.10192], [loss_x_j1 0.10274], [loss_x_j2 0.12731], [loss_x_j3 0.12849], [loss_x_j4 0.10194], [lr 0.0001993428799]
[iter 75], [train loss 0.56330], [loss_x_fusion 0.10214], [loss_x_j1 0.10297], [loss_x_j2 0.12749], [loss_x_j3 0.12849], [loss_x_j4 0.10220], [lr 0.0001993338766]
[iter 76], [train loss 0.56203], [loss_x_fusion 0.10187], [loss_x_j1 0.10270], [loss_x_j2 0.12723], [loss_x_j3 0.12832], [loss_x_j4 0.10192], [lr 0.0001993248733]
[iter 77], [train loss 0.56062], [loss_x_fusion 0.10163], [loss_x_j1 0.10247], [loss_x_j2 0.12684], [loss_x_j3 0.12796], [loss_x_j4 0.10171], [lr 0.0001993158699]
[iter 78], [train loss 0.55990], [loss_x_fusion 0.10156], [loss_x_j1 0.10249], [loss_x_j2 0.12653], [loss_x_j3 0.12770], [loss_x_j4 0.10162], [lr 0.0001993068664]
[iter 79], [train loss 0.55936], [loss_x_fusion 0.10146], [loss_x_j1 0.10244], [loss_x_j2 0.12641], [loss_x_j3 0.12752], [loss_x_j4 0.10153], [lr 0.0001992978629]
[iter 80], [train loss 0.55777], [loss_x_fusion 0.10116], [loss_x_j1 0.10217], [loss_x_j2 0.12611], [loss_x_j3 0.12711], [loss_x_j4 0.10122], [lr 0.0001992888594]
[iter 81], [train loss 0.55651], [loss_x_fusion 0.10092], [loss_x_j1 0.10191], [loss_x_j2 0.12584], [loss_x_j3 0.12684], [loss_x_j4 0.10100], [lr 0.0001992798558]
[iter 82], [train loss 0.55567], [loss_x_fusion 0.10080], [loss_x_j1 0.10177], [loss_x_j2 0.12560], [loss_x_j3 0.12659], [loss_x_j4 0.10089], [lr 0.0001992708522]
[iter 83], [train loss 0.55521], [loss_x_fusion 0.10077], [loss_x_j1 0.10173], [loss_x_j2 0.12544], [loss_x_j3 0.12638], [loss_x_j4 0.10088], [lr 0.0001992618485]
[iter 84], [train loss 0.55555], [loss_x_fusion 0.10089], [loss_x_j1 0.10186], [loss_x_j2 0.12547], [loss_x_j3 0.12636], [loss_x_j4 0.10097], [lr 0.0001992528448]
[iter 85], [train loss 0.55342], [loss_x_fusion 0.10050], [loss_x_j1 0.10148], [loss_x_j2 0.12496], [loss_x_j3 0.12588], [loss_x_j4 0.10060], [lr 0.0001992438410]
[iter 86], [train loss 0.55237], [loss_x_fusion 0.10028], [loss_x_j1 0.10129], [loss_x_j2 0.12470], [loss_x_j3 0.12574], [loss_x_j4 0.10036], [lr 0.0001992348372]
[iter 87], [train loss 0.55172], [loss_x_fusion 0.10017], [loss_x_j1 0.10121], [loss_x_j2 0.12455], [loss_x_j3 0.12554], [loss_x_j4 0.10024], [lr 0.0001992258333]
[iter 88], [train loss 0.55069], [loss_x_fusion 0.10000], [loss_x_j1 0.10102], [loss_x_j2 0.12426], [loss_x_j3 0.12533], [loss_x_j4 0.10008], [lr 0.0001992168294]
[iter 89], [train loss 0.55012], [loss_x_fusion 0.09988], [loss_x_j1 0.10091], [loss_x_j2 0.12415], [loss_x_j3 0.12521], [loss_x_j4 0.09997], [lr 0.0001992078255]
[iter 90], [train loss 0.54920], [loss_x_fusion 0.09971], [loss_x_j1 0.10074], [loss_x_j2 0.12395], [loss_x_j3 0.12501], [loss_x_j4 0.09980], [lr 0.0001991988215]
[iter 91], [train loss 0.54770], [loss_x_fusion 0.09944], [loss_x_j1 0.10046], [loss_x_j2 0.12362], [loss_x_j3 0.12465], [loss_x_j4 0.09953], [lr 0.0001991898174]
[iter 92], [train loss 0.54689], [loss_x_fusion 0.09935], [loss_x_j1 0.10039], [loss_x_j2 0.12336], [loss_x_j3 0.12434], [loss_x_j4 0.09945], [lr 0.0001991808134]
[iter 93], [train loss 0.54814], [loss_x_fusion 0.09959], [loss_x_j1 0.10059], [loss_x_j2 0.12361], [loss_x_j3 0.12462], [loss_x_j4 0.09973], [lr 0.0001991718092]
[iter 94], [train loss 0.54790], [loss_x_fusion 0.09956], [loss_x_j1 0.10056], [loss_x_j2 0.12352], [loss_x_j3 0.12457], [loss_x_j4 0.09969], [lr 0.0001991628051]
[iter 95], [train loss 0.54671], [loss_x_fusion 0.09930], [loss_x_j1 0.10029], [loss_x_j2 0.12334], [loss_x_j3 0.12434], [loss_x_j4 0.09944], [lr 0.0001991538008]
[iter 96], [train loss 0.54580], [loss_x_fusion 0.09911], [loss_x_j1 0.10008], [loss_x_j2 0.12320], [loss_x_j3 0.12416], [loss_x_j4 0.09924], [lr 0.0001991447966]
[iter 97], [train loss 0.54612], [loss_x_fusion 0.09923], [loss_x_j1 0.10021], [loss_x_j2 0.12317], [loss_x_j3 0.12413], [loss_x_j4 0.09938], [lr 0.0001991357923]
[iter 98], [train loss 0.54493], [loss_x_fusion 0.09897], [loss_x_j1 0.09996], [loss_x_j2 0.12295], [loss_x_j3 0.12394], [loss_x_j4 0.09912], [lr 0.0001991267879]
[iter 99], [train loss 0.54386], [loss_x_fusion 0.09882], [loss_x_j1 0.09978], [loss_x_j2 0.12264], [loss_x_j3 0.12363], [loss_x_j4 0.09900], [lr 0.0001991177835]
[iter 100], [train loss 0.54283], [loss_x_fusion 0.09860], [loss_x_j1 0.09957], [loss_x_j2 0.12245], [loss_x_j3 0.12341], [loss_x_j4 0.09879], [lr 0.0001991087791]
[iter 101], [train loss 0.54285], [loss_x_fusion 0.09868], [loss_x_j1 0.09963], [loss_x_j2 0.12231], [loss_x_j3 0.12333], [loss_x_j4 0.09890], [lr 0.0001990997746]
[iter 102], [train loss 0.54200], [loss_x_fusion 0.09849], [loss_x_j1 0.09944], [loss_x_j2 0.12216], [loss_x_j3 0.12321], [loss_x_j4 0.09870], [lr 0.0001990907701]
[iter 103], [train loss 0.54142], [loss_x_fusion 0.09839], [loss_x_j1 0.09933], [loss_x_j2 0.12204], [loss_x_j3 0.12305], [loss_x_j4 0.09860], [lr 0.0001990817655]
[iter 104], [train loss 0.54123], [loss_x_fusion 0.09842], [loss_x_j1 0.09937], [loss_x_j2 0.12191], [loss_x_j3 0.12290], [loss_x_j4 0.09864], [lr 0.0001990727608]
[iter 105], [train loss 0.54061], [loss_x_fusion 0.09835], [loss_x_j1 0.09928], [loss_x_j2 0.12171], [loss_x_j3 0.12269], [loss_x_j4 0.09858], [lr 0.0001990637562]
[iter 106], [train loss 0.54081], [loss_x_fusion 0.09840], [loss_x_j1 0.09932], [loss_x_j2 0.12172], [loss_x_j3 0.12272], [loss_x_j4 0.09865], [lr 0.0001990547515]
[iter 107], [train loss 0.54074], [loss_x_fusion 0.09842], [loss_x_j1 0.09930], [loss_x_j2 0.12165], [loss_x_j3 0.12267], [loss_x_j4 0.09871], [lr 0.0001990457467]
[iter 108], [train loss 0.54007], [loss_x_fusion 0.09831], [loss_x_j1 0.09916], [loss_x_j2 0.12148], [loss_x_j3 0.12250], [loss_x_j4 0.09862], [lr 0.0001990367419]
[iter 109], [train loss 0.53948], [loss_x_fusion 0.09819], [loss_x_j1 0.09903], [loss_x_j2 0.12137], [loss_x_j3 0.12238], [loss_x_j4 0.09852], [lr 0.0001990277370]
[iter 110], [train loss 0.53881], [loss_x_fusion 0.09811], [loss_x_j1 0.09897], [loss_x_j2 0.12114], [loss_x_j3 0.12216], [loss_x_j4 0.09843], [lr 0.0001990187321]
[iter 111], [train loss 0.53769], [loss_x_fusion 0.09789], [loss_x_j1 0.09876], [loss_x_j2 0.12091], [loss_x_j3 0.12193], [loss_x_j4 0.09820], [lr 0.0001990097272]
[iter 112], [train loss 0.53801], [loss_x_fusion 0.09800], [loss_x_j1 0.09888], [loss_x_j2 0.12091], [loss_x_j3 0.12192], [loss_x_j4 0.09830], [lr 0.0001990007222]
[iter 113], [train loss 0.53714], [loss_x_fusion 0.09785], [loss_x_j1 0.09872], [loss_x_j2 0.12070], [loss_x_j3 0.12172], [loss_x_j4 0.09816], [lr 0.0001989917172]
[iter 114], [train loss 0.53632], [loss_x_fusion 0.09765], [loss_x_j1 0.09852], [loss_x_j2 0.12059], [loss_x_j3 0.12161], [loss_x_j4 0.09796], [lr 0.0001989827121]
[iter 115], [train loss 0.53655], [loss_x_fusion 0.09776], [loss_x_j1 0.09861], [loss_x_j2 0.12053], [loss_x_j3 0.12154], [loss_x_j4 0.09811], [lr 0.0001989737070]
[iter 116], [train loss 0.53708], [loss_x_fusion 0.09793], [loss_x_j1 0.09879], [loss_x_j2 0.12056], [loss_x_j3 0.12151], [loss_x_j4 0.09830], [lr 0.0001989647018]
[iter 117], [train loss 0.53601], [loss_x_fusion 0.09775], [loss_x_j1 0.09858], [loss_x_j2 0.12032], [loss_x_j3 0.12123], [loss_x_j4 0.09814], [lr 0.0001989556966]
[iter 118], [train loss 0.53541], [loss_x_fusion 0.09769], [loss_x_j1 0.09852], [loss_x_j2 0.12011], [loss_x_j3 0.12099], [loss_x_j4 0.09809], [lr 0.0001989466913]
[iter 119], [train loss 0.53505], [loss_x_fusion 0.09766], [loss_x_j1 0.09850], [loss_x_j2 0.11995], [loss_x_j3 0.12091], [loss_x_j4 0.09803], [lr 0.0001989376860]
[iter 120], [train loss 0.53469], [loss_x_fusion 0.09763], [loss_x_j1 0.09847], [loss_x_j2 0.11981], [loss_x_j3 0.12078], [loss_x_j4 0.09800], [lr 0.0001989286807]
[iter 121], [train loss 0.53528], [loss_x_fusion 0.09775], [loss_x_j1 0.09858], [loss_x_j2 0.11994], [loss_x_j3 0.12090], [loss_x_j4 0.09812], [lr 0.0001989196753]
[iter 122], [train loss 0.53487], [loss_x_fusion 0.09767], [loss_x_j1 0.09850], [loss_x_j2 0.11984], [loss_x_j3 0.12081], [loss_x_j4 0.09806], [lr 0.0001989106698]
[iter 123], [train loss 0.53412], [loss_x_fusion 0.09756], [loss_x_j1 0.09838], [loss_x_j2 0.11964], [loss_x_j3 0.12059], [loss_x_j4 0.09795], [lr 0.0001989016644]
[iter 124], [train loss 0.53346], [loss_x_fusion 0.09746], [loss_x_j1 0.09829], [loss_x_j2 0.11945], [loss_x_j3 0.12042], [loss_x_j4 0.09783], [lr 0.0001988926588]
[iter 125], [train loss 0.53275], [loss_x_fusion 0.09735], [loss_x_j1 0.09820], [loss_x_j2 0.11926], [loss_x_j3 0.12024], [loss_x_j4 0.09771], [lr 0.0001988836533]
[iter 126], [train loss 0.53295], [loss_x_fusion 0.09739], [loss_x_j1 0.09825], [loss_x_j2 0.11931], [loss_x_j3 0.12028], [loss_x_j4 0.09773], [lr 0.0001988746476]
[iter 127], [train loss 0.53220], [loss_x_fusion 0.09723], [loss_x_j1 0.09810], [loss_x_j2 0.11918], [loss_x_j3 0.12011], [loss_x_j4 0.09758], [lr 0.0001988656420]
[iter 128], [train loss 0.53187], [loss_x_fusion 0.09722], [loss_x_j1 0.09807], [loss_x_j2 0.11904], [loss_x_j3 0.11997], [loss_x_j4 0.09756], [lr 0.0001988566362]
[iter 129], [train loss 0.53156], [loss_x_fusion 0.09718], [loss_x_j1 0.09802], [loss_x_j2 0.11891], [loss_x_j3 0.11991], [loss_x_j4 0.09754], [lr 0.0001988476305]
[iter 130], [train loss 0.53132], [loss_x_fusion 0.09712], [loss_x_j1 0.09796], [loss_x_j2 0.11885], [loss_x_j3 0.11992], [loss_x_j4 0.09747], [lr 0.0001988386247]
[iter 131], [train loss 0.53060], [loss_x_fusion 0.09700], [loss_x_j1 0.09784], [loss_x_j2 0.11866], [loss_x_j3 0.11974], [loss_x_j4 0.09736], [lr 0.0001988296188]
[iter 132], [train loss 0.53131], [loss_x_fusion 0.09708], [loss_x_j1 0.09796], [loss_x_j2 0.11891], [loss_x_j3 0.11996], [loss_x_j4 0.09740], [lr 0.0001988206129]
[iter 133], [train loss 0.53083], [loss_x_fusion 0.09699], [loss_x_j1 0.09787], [loss_x_j2 0.11882], [loss_x_j3 0.11986], [loss_x_j4 0.09729], [lr 0.0001988116070]
[iter 134], [train loss 0.53002], [loss_x_fusion 0.09684], [loss_x_j1 0.09773], [loss_x_j2 0.11864], [loss_x_j3 0.11967], [loss_x_j4 0.09714], [lr 0.0001988026010]
[iter 135], [train loss 0.52982], [loss_x_fusion 0.09686], [loss_x_j1 0.09774], [loss_x_j2 0.11851], [loss_x_j3 0.11954], [loss_x_j4 0.09717], [lr 0.0001987935950]
[iter 136], [train loss 0.52908], [loss_x_fusion 0.09673], [loss_x_j1 0.09761], [loss_x_j2 0.11834], [loss_x_j3 0.11936], [loss_x_j4 0.09705], [lr 0.0001987845889]
